list-view-price,left,celly 3,celly 4,location,districk,neighborhood,room,living_room,area
16.000,Kiralık Daire,"8
                        Yaşında",Kot 2,İstanbul , Kağıthane , Gürsel Mah.,1,1,60
12.500,Kiralık Daire,"10
                        Yaşında",2. Kat,İstanbul , Kağıthane , Harmantepe Mah.,1,1,60
47.000,Kiralık Müstakil Ev,"28
                        Yaşında",,İstanbul , Ümraniye , Atakent Mah.,3,2,160
18.000,Kiralık Daire,"20
                        Yaşında",Yüksek Giriş,İstanbul , Kağıthane , Yeşilce Mah.,1,1,75
28.000,Kiralık Daire,"7
                        Yaşında",Kot 1,İstanbul , Kağıthane , Emniyet Evleri Mah.,2,1,79
42.000,Kiralık Daire,"4
                        Yaşında",Ara Kat,İstanbul , Beşiktaş , Türkali Mah.,2,1,70
12.000,Kiralık Daire,"20
                        Yaşında",5. Kat,İstanbul , Beylikdüzü , Gürpınar Mah.,3,1,130
37.000,Kiralık Daire,"19
                        Yaşında",3. Kat,İstanbul , Üsküdar , Yavuztürk Mah.,3,1,147
40.000,Kiralık Daire,"30
                        Yaşında",1. Kat,İstanbul , Ataşehir , Atatürk Mah.,3,1,115
27.500,Kiralık Daire,"12
                        Yaşında",Kot 1,İstanbul , Kadıköy , Hasanpaşa Mah.,2,1,80
25.000,Kiralık Daire,"6
                        Yaşında",4. Kat,İstanbul , Kartal , Esentepe Mah.,2,1,90
27.000,Kiralık Daire,"25
                        Yaşında",2. Kat,İstanbul , Ümraniye , Esenevler Mah.,2,1,95
12.500,Kiralık Daire,"28
                        Yaşında",Giriş Katı,İstanbul , Avcılar , Cihangir Mah.,2,1,95
60.000,Kiralık Daire,"30
                        Yaşında",2. Kat,İstanbul , Beyoğlu , Cihangir Mah.,3,1,120
28.000,Kiralık Daire,"35
                        Yaşında",2. Kat,İstanbul , Maltepe , Altıntepe Mah.,3,1,120
40.000,Kiralık Daire,"27
                        Yaşında",6. Kat,İstanbul , Maltepe , Feyzullah Mah.,3,1,160
135.000,Kiralık Yalı Dairesi,"31
                        Yaşında",2. Kat,İstanbul , Üsküdar , Beylerbeyi Mah.,3,1,145
40.000,Kiralık Daire,Sıfır Bina,3. Kat,İstanbul , Şişli , Mecidiyeköy Mah.,1,1,65
18.000,Kiralık Daire,"21
                        Yaşında",6. Kat,İstanbul , Sancaktepe , Fatih Mah.,3,1,100
58.000,Kiralık Daire,"5
                        Yaşında",10. Kat,İstanbul , Kadıköy , Feneryolu Mah.,2,1,90
35.000,Kiralık Daire,"50
                        Yaşında",Yüksek Giriş,İstanbul , Beşiktaş , Kuruçeşme Mah.,1,1,90
18.000,Kiralık Daire,"25
                        Yaşında",Bahçe Katı,İstanbul , Sarıyer , Çamlıtepe Mah.,1,1,80
35.000,Kiralık Daire,"20
                        Yaşında",Yüksek Giriş,İstanbul , Üsküdar , Valide-i Atik Mah.,2,1,90
27.500,Kiralık Daire,"22
                        Yaşında",3. Kat,İstanbul , Şişli , Gülbahar Mah.,3,1,125
20.000,Kiralık Daire,"40
                        Yaşında",2. Kat,İstanbul , Beyoğlu , Katip Mustafa Çelebi Mah.,1,0,35
25.000,Kiralık Daire,"32
                        Yaşında",Giriş Katı,İstanbul , Kağıthane , Sultan Selim Mah.,3,1,105
38.000,Kiralık Daire,"35
                        Yaşında",Giriş Katı,İstanbul , Beyoğlu , Cihangir Mah.,2,1,80
340.000,Kiralık Residence,"12
                        Yaşında",7. Kat,İstanbul , Beşiktaş , Levazım Mah.,3,1,217
35.000,Kiralık Daire,"4
                        Yaşında",3. Kat,İstanbul , Beyoğlu , Cihangir Mah.,1,1,65
14.500,Kiralık Daire,"15
                        Yaşında",Çatı Katı,İstanbul , Şişli , Mecidiyeköy Mah.,2,1,75
140.000,Kiralık Daire,"32
                        Yaşında",Villa Katı,İstanbul , Beşiktaş , Ortaköy Mah.,5,2,500
110.000,Kiralık Daire,"50
                        Yaşında",2. Kat,İstanbul , Beşiktaş , Bebek Mah.,3,1,190
40.000,Kiralık Daire,"8
                        Yaşında",Giriş Katı,İstanbul , Maltepe , Altıntepe Mah.,2,1,85
29.500,Kiralık Daire,"9
                        Yaşında",2. Kat,İstanbul , Pendik , Güzelyalı Mah.,2,1,105
15.000,Kiralık Daire,Sıfır Bina,Bahçe Katı,İstanbul , Bahçelievler , Soğanlı Mah.,1,1,75
27.000,Kiralık Daire,"25
                        Yaşında",3. Kat,İstanbul , Sarıyer , İstinye Mah.,2,1,75
40.000,Kiralık Daire,"33
                        Yaşında",3. Kat,İstanbul , Kadıköy , Kozyatağı Mah.,2,1,125
37.500,Kiralık Daire,"43
                        Yaşında",3. Kat,İstanbul , Beşiktaş , Mecidiye Mah.,2,2,85
65.000,Kiralık Daire,"10
                        Yaşında",1. Kat,İstanbul , Eyüpsultan , Göktürk Merkez Mah.,3,1,165
14.000,Kiralık Daire,"25
                        Yaşında",3. Kat,İstanbul , Avcılar , Mustafa Kemal Paşa Mah.,2,1,100
17.500,Kiralık Daire,"15
                        Yaşında",2. Kat,İstanbul , Beylikdüzü , Adnan Kahveci Mah.,1,1,95
140.000,Kiralık Daire,"6
                        Yaşında",Bahçe Katı,İstanbul , Sarıyer , Zekeriyaköy Mah.,4,1,200
220.000,Kiralık Daire,"35
                        Yaşında",1. Kat,İstanbul , Sarıyer , Yeniköy Mah.,3,1,195
20.000,Kiralık Daire,"30
                        Yaşında",Ara Kat,İstanbul , Bahçelievler , Cumhuriyet Mah.,2,1,90
9.000,Kiralık Daire,"10
                        Yaşında",Bahçe Katı,İstanbul , Esenyurt , Mehterçeşme Mah.,2,1,90
30.000,Kiralık Daire,"31
                        Yaşında",Yüksek Giriş,İstanbul , Kadıköy , Merdivenköy Mah.,3,1,115
20.000,Kiralık Daire,"8
                        Yaşında",3. Kat,İstanbul , Kağıthane , Çağlayan Mah.,1,1,60
16.000,Kiralık Daire,"38
                        Yaşında",En Üst Kat,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,3,1,115
55.000,Kiralık Daire,"40
                        Yaşında",1. Kat,İstanbul , Beşiktaş , Gayrettepe Mah.,3,1,125
25.500,Kiralık Daire,"6
                        Yaşında",5. Kat,İstanbul , Kartal , Hürriyet Mah.,2,1,110
27.500,Kiralık Daire,Sıfır Bina,Yüksek Giriş,İstanbul , Üsküdar , Bulgurlu Mah.,1,1,55
55.000,Kiralık Daire,Sıfır Bina,7. Kat,İstanbul , Şişli , Merkez Mah.,1,1,60
28.000,Kiralık Residence,"4
                        Yaşında",2. Kat,İstanbul , Çekmeköy , Güngören Mah.,2,1,85
13.000,Kiralık Daire,"30
                        Yaşında",3. Kat,İstanbul , Beyoğlu , Yenişehir Mah.,1,1,70
45.000,Kiralık Daire,"8
                        Yaşında",17. Kat,İstanbul , Sarıyer , Maslak Mah.,1,1,80
14.000,Kiralık Daire,"10
                        Yaşında",Yüksek Giriş,İstanbul , Sancaktepe , Fatih Mah.,2,1,92
30.000,Kiralık Daire,"7
                        Yaşında",3. Kat,İstanbul , Maltepe , Zümrütevler Mah.,4,2,200
13.000,Kiralık Daire,"26
                        Yaşında",Kot 2,İstanbul , Şişli , Gülbahar Mah.,1,1,65
40.000,Kiralık Daire,"4
                        Yaşında",Giriş Katı,İstanbul , Şişli , Mecidiyeköy Mah.,1,1,60
20.000,Kiralık Daire,"10
                        Yaşında",Giriş Katı,İstanbul , Kağıthane , Seyrantepe Mah.,2,1,90
12.000,Kiralık Daire,"32
                        Yaşında",Bahçe Katı,İstanbul , Fatih , Koca Mustafapaşa Mah.,1,1,65
20.000,Kiralık Daire,"5
                        Yaşında",1. Kat,İstanbul , Esenyurt , Bağlarçeşme Mah.,2,1,110
30.000,Kiralık Daire,"28
                        Yaşında",3. Kat,İstanbul , Sarıyer , Cumhuriyet Mah.,2,1,95
24.000,Kiralık Daire,"15
                        Yaşında",Ara Kat,İstanbul , Kağıthane , Yeşilce Mah.,2,1,73
23.000,Kiralık Daire,"30
                        Yaşında",1. Kat,İstanbul , Pendik , Doğu Mah.,3,1,120
25.000,Kiralık Daire,"30
                        Yaşında",4. Kat,İstanbul , Avcılar , Gümüşpala Mah.,3,1,160
20.000,Kiralık Daire,"31
                        Yaşında",Bahçe Katı,İstanbul , Üsküdar , Selami Ali Mah.,2,1,85
23.000,Kiralık Daire,"28
                        Yaşında",Ara Kat,İstanbul , Pendik , Esenler Mah.,3,1,100
35.000,Kiralık Daire,"35
                        Yaşında",4. Kat,İstanbul , Beşiktaş , Ortaköy Mah.,2,1,100
25.000,Kiralık Daire,"35
                        Yaşında",3. Kat,İstanbul , Üsküdar , Zeynep Kamil Mah.,2,1,85
17.500,Kiralık Daire,"35
                        Yaşında",2. Kat,İstanbul , Bağcılar , 100. Yıl Mah.,2,1,120
18.000,Kiralık Daire,"20
                        Yaşında",Ara Kat,İstanbul , Gaziosmanpaşa , Yeni Mahalle Mah.,2,1,90
54.000,Kiralık Residence,"5
                        Yaşında",14. Kat,İstanbul , Şişli , Cumhuriyet Mah.,1,1,88
25.000,Kiralık Daire,"10
                        Yaşında",8. Kat,İstanbul , Esenyurt , Gökevler Mah.,3,1,140
33.000,Kiralık Daire,"5
                        Yaşında",21 ve üzeri,İstanbul , Kartal , Karlıktepe Mah.,1,1,92
22.500,Kiralık Daire,"15
                        Yaşında",4. Kat,İstanbul , Kağıthane , Harmantepe Mah.,2,1,95
16.500,Kiralık Daire,"32
                        Yaşında",2. Kat,İstanbul , Kağıthane , Sultan Selim Mah.,1,1,75
24.500,Kiralık Daire,"20
                        Yaşında",1. Kat,İstanbul , Kağıthane , Sultan Selim Mah.,2,1,90
18.000,Kiralık Daire,"40
                        Yaşında",Kot 1,İstanbul , Üsküdar , Kuzguncuk Mah.,1,1,75
20.000,Kiralık Daire,"15
                        Yaşında",Kot 1,İstanbul , Şişli , Gülbahar Mah.,1,1,60
23.000,Kiralık Daire,"30
                        Yaşında",2. Kat,İstanbul , Beyoğlu , Kuloğlu Mah.,1,0,45
28.000,Kiralık Daire,Sıfır Bina,2. Kat,İstanbul , Sancaktepe , Meclis Mah.,2,1,85
20.000,Kiralık Daire,"15
                        Yaşında",2. Kat,İstanbul , Üsküdar , Cumhuriyet Mah.,2,1,80
30.000,Kiralık Daire,Sıfır Bina,Giriş Katı,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,2,1,75
16.500,Kiralık Daire,"38
                        Yaşında",Yüksek Giriş,İstanbul , Fatih , Seyyid Ömer Mah.,2,1,75
23.000,Kiralık Daire,"30
                        Yaşında",5. Kat,İstanbul , Üsküdar , Zeynep Kamil Mah.,2,1,105
270.000,Kiralık Residence,"10
                        Yaşında",7. Kat,İstanbul , Beşiktaş , Levazım Mah.,2,1,217
372.750,Kiralık Villa,"25
                        Yaşında",,İstanbul , Eyüpsultan , Göktürk Merkez Mah.,5,2,450
35.000,Kiralık Daire,"60
                        Yaşında",4. Kat,İstanbul , Beyoğlu , Kalyoncu Kulluğu Mah.,3,1,90
15.000,Kiralık Daire,"24
                        Yaşında",Bahçe Katı,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,1,1,75
22.100,Kiralık Daire,"1
                        Yaşında",2. Kat,İstanbul , Sultanbeyli , Orhangazi Mah.,2,1,100
17.500,Kiralık Daire,"6
                        Yaşında",Bahçe Katı,İstanbul , Küçükçekmece , Yeni Mahalle Mah.,2,1,75
21.000,Kiralık Daire,"38
                        Yaşında",5. Kat,İstanbul , Fatih , Molla Gürani Mah.,2,1,100
11.000,Kiralık Daire,"10
                        Yaşında",4. Kat,İstanbul , Esenyurt , Pınar Mah.,2,1,100
48.000,Kiralık Daire,"28
                        Yaşında",2. Kat,İstanbul , Sarıyer , Cumhuriyet Mah.,3,1,140
30.000,Kiralık Daire,"32
                        Yaşında",1. Kat,İstanbul , Fatih , Topkapı Mah.,3,1,145
25.000,Kiralık Daire,"40
                        Yaşında",2. Kat,İstanbul , Bakırköy , Cevizlik Mah.,2,1,85
26.000,Kiralık Daire,"15
                        Yaşında",2. Kat,İstanbul , Pendik , Güzelyalı Mah.,3,1,115
59.000,Kiralık Daire,"25
                        Yaşında",5. Kat,İstanbul , Üsküdar , İcadiye Mah.,5,1,180
180.000,Kiralık Daire,"16
                        Yaşında",3. Kat,İstanbul , Üsküdar , Salacak Mah.,4,1,300
20.000,Kiralık Daire,"35
                        Yaşında",Bahçe Katı,İstanbul , Sarıyer , Ayazağa Mah.,1,1,65
17.500,Kiralık Daire,"34
                        Yaşında",2. Kat,İstanbul , Esenler , Oruçreis Mah.,2,1,120
25.000,Kiralık Daire,"35
                        Yaşında",Giriş Katı,İstanbul , Kağıthane , Emniyet Evleri Mah.,2,1,100
42.500,Kiralık Daire,"45
                        Yaşında",Kot 2,İstanbul , Beşiktaş , Gayrettepe Mah.,3,1,140
18.000,Kiralık Daire,"30
                        Yaşında",Kot 1,İstanbul , Şişli , İnönü Mah.,1,1,65
32.000,Kiralık Daire,"10
                        Yaşında",1. Kat,İstanbul , Ataşehir , Kayışdağı Mah.,2,1,70
21.500,Kiralık Daire,"29
                        Yaşında",2. Kat,İstanbul , Fatih , Topkapı Mah.,2,1,90
16.000,Kiralık Daire,"2
                        Yaşında",Giriş Katı,İstanbul , Avcılar , Merkez Mah.,1,1,65
19.000,Kiralık Daire,"7
                        Yaşında",1. Kat,İstanbul , Avcılar , Cihangir Mah.,2,1,95
100.000,Kiralık Residence,"1
                        Yaşında",Zemin,İstanbul , Şişli , Teşvikiye Mah.,1,1,70
15.000,Kiralık Daire,"16
                        Yaşında",Ara Kat,İstanbul , Arnavutköy , Hadımköy Mah.,2,1,75
21.000,Kiralık Daire,Sıfır Bina,Bahçe Katı,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,1,1,60
15.000,Kiralık Daire,"24
                        Yaşında",Teras Katı,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,1,1,75
20.000,Kiralık Daire,"26
                        Yaşında",2. Kat,İstanbul , Şişli , Fulya Mah.,2,1,80
15.500,Kiralık Daire,"45
                        Yaşında",1. Kat,İstanbul , Fatih , Seyyid Ömer Mah.,1,1,75
18.500,Kiralık Daire,"32
                        Yaşında",5. Kat,İstanbul , Küçükçekmece , Kemalpaşa Mah.,2,1,100
25.000,Kiralık Daire,"40
                        Yaşında",Giriş Katı,İstanbul , Kağıthane , Gürsel Mah.,2,1,75
21.000,Kiralık Daire,"12
                        Yaşında",Yüksek Giriş,İstanbul , Şişli , Gülbahar Mah.,2,1,85
21.000,Kiralık Daire,"3
                        Yaşında",Yüksek Giriş,İstanbul , Kağıthane , Hürriyet Mah.,2,1,90
9.000,Kiralık Daire,"5
                        Yaşında",3. Kat,İstanbul , Esenyurt , Barbaros Hayrettin Paşa Mah.,1,0,45
29.000,Kiralık Daire,"30
                        Yaşında",2. Kat,İstanbul , Şişli , Duatepe Mah.,2,1,85
18.000,Kiralık Daire,"36
                        Yaşında",Yüksek Giriş,İstanbul , Fatih , Mevlanakapı Mah.,2,1,85
37.500,Kiralık Daire,"26
                        Yaşında",2. Kat,İstanbul , Sarıyer , Cumhuriyet Mah.,2,1,105
30.000,Kiralık Daire,"45
                        Yaşında",3. Kat,İstanbul , Şişli , Bozkurt Mah.,3,1,100
23.000,Kiralık Daire,"30
                        Yaşında",1. Kat,İstanbul , Bayrampaşa , Yıldırım Mah.,3,1,130
23.500,Kiralık Daire,"30
                        Yaşında",2. Kat,İstanbul , Beykoz , Paşabahçe Mah.,1,1,71
14.500,Kiralık Daire,"35
                        Yaşında",Kot 1,İstanbul , Şişli , Eskişehir Mah.,1,1,55
30.000,Kiralık Daire,"2
                        Yaşında",8. Kat,İstanbul , Ümraniye , Tatlısu Mah.,1,1,60
16.500,Kiralık Daire,"8
                        Yaşında",3. Kat,İstanbul , Kağıthane , Çağlayan Mah.,2,1,80
15.000,Kiralık Daire,"30
                        Yaşında",1. Kat,İstanbul , Sarıyer , Çamlıtepe Mah.,1,1,80
33.000,Kiralık Daire,"35
                        Yaşında",9. Kat,İstanbul , Ataşehir , İçerenköy Mah.,2,1,90
15.000,Kiralık Daire,"24
                        Yaşında",Bahçe Katı,İstanbul , Bahçelievler , Hürriyet Mah.,2,1,80
180.000,Kiralık Daire,"30
                        Yaşında",1. Kat,İstanbul , Kadıköy , Caddebostan Mah.,5,1,300
29.000,Kiralık Daire,"35
                        Yaşında",2. Kat,İstanbul , Beşiktaş , Mecidiye Mah.,2,1,100
45.000,Kiralık Daire,"35
                        Yaşında",3. Kat,İstanbul , Bahçelievler , Bahçelievler Mah.,4,1,180
17.500,Kiralık Daire,"30
                        Yaşında",5. Kat,İstanbul , Şişli , Mecidiyeköy Mah.,2,1,85
50.000,Kiralık Daire,"25
                        Yaşında",3. Kat,İstanbul , Beyoğlu , Pürtelaş Hasan Efendi Mah.,2,1,100
62.000,Kiralık Daire,Sıfır Bina,3. Kat,İstanbul , Maltepe , Küçükyalı Mah.,3,1,115
10.000,Kiralık Daire,"5
                        Yaşında",21 ve üzeri,İstanbul , Esenyurt , Pınar Mah.,1,1,80
42.500,Kiralık Daire,"20
                        Yaşında",Yüksek Giriş,İstanbul , Üsküdar , Beylerbeyi Mah.,2,1,117
17.500,Kiralık Daire,"15
                        Yaşında",Yüksek Giriş,İstanbul , Ümraniye , Çakmak Mah.,1,1,60
21.000,Kiralık Daire,"18
                        Yaşında",3. Kat,İstanbul , Kağıthane , Çağlayan Mah.,1,1,80
13.000,Kiralık Daire,"30
                        Yaşında",2. Kat,İstanbul , Küçükçekmece , Atatürk Mah.,2,1,100
75.000,Kiralık Daire,"1
                        Yaşında",1. Kat,İstanbul , Üsküdar , Çengelköy Mah.,3,1,150
51.500,Kiralık Daire,"7
                        Yaşında",5. Kat,İstanbul , Şişli , Fulya Mah.,2,1,89
60.000,Kiralık Daire,"30
                        Yaşında",5. Kat,İstanbul , Şişli , Fulya Mah.,2,1,120
8.500,Kiralık Daire,"5
                        Yaşında",Bahçe Katı,İstanbul , Esenyurt , İnönü Mah.,1,1,75
66.500,Kiralık Daire,"31
                        Yaşında",4. Kat,İstanbul , Bakırköy , Kartaltepe Mah.,4,1,185
25.000,Kiralık Daire,"10
                        Yaşında",Ara Kat,İstanbul , Güngören , Gençosman Mah.,2,1,100
35.000,Kiralık Daire,"5
                        Yaşında",4. Kat,İstanbul , Kartal , Esentepe Mah.,2,1,105
35.000,Kiralık Daire,"25
                        Yaşında",4. Kat,İstanbul , Bahçelievler , Soğanlı Mah.,3,1,130
13.500,Kiralık Daire,"15
                        Yaşında",4. Kat,İstanbul , Eyüpsultan , Yeşilpınar Mah.,1,1,60
23.000,Kiralık Daire,"11
                        Yaşında",Bodrum,İstanbul , Üsküdar , Ferah Mah.,2,1,65
16.000,Kiralık Daire,"41
                        Yaşında",Bahçe Katı,İstanbul , Fatih , Hırka-i Şerif Mah.,2,1,85
30.000,Kiralık Daire,"2
                        Yaşında",Ara Kat,İstanbul , Esenyurt , İncirtepe Mah.,2,1,135
40.000,Kiralık Daire,"5
                        Yaşında",4. Kat,İstanbul , Beylikdüzü , Barış Mah.,2,1,115
19.000,Kiralık Daire,"15
                        Yaşında",Yüksek Giriş,İstanbul , Küçükçekmece , Gültepe Mah.,2,1,85
26.500,Kiralık Daire,"10
                        Yaşında",7. Kat,İstanbul , Sancaktepe , Emek Mah.,1,1,68
450.000,Kiralık Daire,"23
                        Yaşında",En Üst Kat,İstanbul , Adalar , Nizam Mah.,3,2,180
26.000,Kiralık Daire,"14
                        Yaşında",Zemin,İstanbul , Ataşehir , İçerenköy Mah.,1,1,90
43.000,Kiralık Daire,"23
                        Yaşında",1. Kat,İstanbul , Maltepe , İdealtepe Mah.,3,1,145
17.000,Kiralık Daire,"9
                        Yaşında",1. Kat,İstanbul , Sancaktepe , Yenidoğan Mah.,2,1,80
60.000,Kiralık Daire,"2
                        Yaşında",4. Kat,İstanbul , Pendik , Doğu Mah.,3,1,143
80.000,Kiralık Daire,"2
                        Yaşında",7. Kat,İstanbul , Kağıthane , Hamidiye Mah.,2,1,130
22.500,Kiralık Daire,"20
                        Yaşında",4. Kat,İstanbul , Esenyurt , Aşık Veysel Mah.,3,1,128
35.000,Kiralık Daire,Sıfır Bina,2. Kat,İstanbul , Kartal , Karlıktepe Mah.,2,1,70
22.000,Kiralık Daire,"10
                        Yaşında",2. Kat,İstanbul , Çekmeköy , Mehmet Akif Mah.,2,1,105
29.000,Kiralık Müstakil Ev,"55
                        Yaşında",1. Kat,İstanbul , Adalar , Maden Mah.,2,1,60
32.000,Kiralık Daire,"21
                        Yaşında",3. Kat,İstanbul , Ataşehir , İnönü Mah.,3,1,140
19.000,Kiralık Daire,"13
                        Yaşında",Ara Kat,İstanbul , Esenyurt , Koza Mah.,3,1,60
45.000,Kiralık Daire,"5
                        Yaşında",7. Kat,İstanbul , Pendik , Doğu Mah.,3,1,115
